run_id,model_source,model_deployment,model_name,model_label,case_id,cnc_mcp_tool_name,cnc_tool_layer,session_id,status,functional_success,expected_tool_called,tool_output_status_ok,tool_output_error_detected,tool_input_events,tool_output_events,event_count,duration_ms_client,answer_chars,tool_output_chars,estimated_answer_tokens,estimated_tool_output_tokens,error,answer_preview,tool_input_preview,tool_output_preview,source_dataset,validation_origin,manual_judgement_note,loop_count,first_response_ms,thinking_event_count,thinking_char_count,thinking_duration_ms,answer_char_count,tool_duration_ms_total,tool_duration_ms_avg
20260525_165836,B,Local,qwen3.5:9b,qwen3.5:9b (Local),tool_run_state_analysis,tool_run_state_analysis,state,0b2c3988-188c-43a7-9b38-7a00720b2db9,success,True,True,True,False,1,1,202,19422,0,17952,0,4488,,,"Tool: tool_run_state_analysis
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""GMM state analysis finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state"",\n  ""key_files"": {\n    ""state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_labeled.csv"",\n    ""processed_state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/state_labeled.csv"",\n    ""state_report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_report.txt"",\n    ""state_timeline"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,0,196,355,17107,0,3734,3734
20260525_165836,B,Local,qwen3.5:9b,qwen3.5:9b (Local),tool_train_forecast,tool_train_forecast,training,16be7afc-c883-4656-910a-6ec994a1ea69,success,True,True,True,False,1,1,245,15626,0,3360,0,840,,,"Tool: tool_train_forecast
Input: {""target"":""dy"",""models"":""BaselineLastWeek"",""months_back"":1}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""forecast training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/forecast_metrics.json"",\n    ""training_data_profile"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_data_profile.json"",\n    ""training_input_y"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_input_y.png"",\n    ""training_input_dy"": ""/Users/cody2",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,0,239,708,13104,0,1201,1201
20260525_165836,B,Local,qwen3.5:9b,qwen3.5:9b (Local),tool_forecast_future,tool_forecast_future,forecast,ac92d381-99bd-45bf-8001-397f7643f068,success,True,True,True,False,1,1,166,12817,0,1170,0,292,,,"Tool: tool_forecast_future
Input: {""days"":""7"",""model_names"":""Prophet""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""future forecast finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast_report.json"",\n    ""future_forecast"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast.png"",\n    ""run_summary"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/forecast_future_dy_run_summary.json"",\n    ""application_dir"": ""/Users/cody20179/Des",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,0,160,424,10495,0,2288,2288
20260525_165836,B,Local,qwen3.5:9b,qwen3.5:9b (Local),tool_train_anomaly_detection,tool_train_anomaly_detection,training,077ff0f6-00f1-45f5-af56-c8cd2ffc0429,success,True,True,True,False,1,1,181,19179,0,7877,0,1969,,,"Tool: tool_train_anomaly_detection
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly detection training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""features"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/detection_features.csv"",\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/anomaly_metrics.json"",\n    ""metrics_table"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/tables/model_metrics.csv"",\n    ""synthetic_validation_predictions"": ""/Users/cody20179/Desktop/Code/Git_My_Project/C",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,0,175,478,15977,0,6859,6859
20260525_165836,B,Local,qwen3.5:9b,qwen3.5:9b (Local),tool_check_anomaly,tool_check_anomaly,anomaly,8693452f-c76e-438f-a927-4c9d5279e442,success,True,True,True,False,1,1,241,16382,0,2219,0,555,,,"Tool: tool_check_anomaly
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00"",""min_models"":2}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly check finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""detail_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/last_anomaly_check.csv"",\n    ""timeline_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_timeline.png"",\n    ""score_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_scores.png"",\n    ""vote_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cod",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,0,235,582,13634,0,1004,1004
20260525_165836,B,Local,qwen3.6:27b,qwen3.6:27b (Local),tool_data_status,tool_data_status,data,250bf1e9-e54d-4d50-95cb-b640acc9b73b,success,True,True,True,False,1,1,314,62280,193,2632,49,658,,,"Tool: tool_data_status
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data status loaded"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""sensors"": [\n      {\n        ""sensor"": ""Current_A"",\n        ""exists"": true,\n        ""rows"": 59676,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-25 17:08:28""\n      },\n      {\n        ""sensor"": ""Current_B"",\n        ""exists"": true,\n        ""rows"": 59259,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-24 06:23:27""\n      },\n      {\n        ""sensor"": ""Current_C"",\n        ""exists"": true,\n        ""rows"": 59260,\n        ",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,50343,188,509,26551,193,1178,1178
20260525_165836,B,Local,qwen3.6:27b,qwen3.6:27b (Local),tool_update_data,tool_update_data,data,cd80c25b-9de0-4885-9cfe-fd6ffbcca669,success,True,True,True,False,1,1,303,39979,149,342,38,86,,,"Tool: tool_update_data
Input: {""sensors"":""Current_A""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data update finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""Current_A"": {\n      ""added"": 1,\n      ""latest"": ""2026-05-25 17:13:28""\n    }\n  },\n  ""artifacts"": []\n}'}]",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,32733,222,619,28417,149,1510,1510
20260525_165836,B,Local,qwen3.6:27b,qwen3.6:27b (Local),tool_run_state_analysis,tool_run_state_analysis,state,a5d63ee8-1727-49bf-abf1-1691410f0dda,success,True,True,True,False,1,1,497,80138,464,17952,116,4488,,,"Tool: tool_run_state_analysis
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""GMM state analysis finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state"",\n  ""key_files"": {\n    ""state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_labeled.csv"",\n    ""processed_state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/state_labeled.csv"",\n    ""state_report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_report.txt"",\n    ""state_timeline"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,52070,236,602,47662,464,3935,3935
20260525_165836,B,Local,qwen3.6:27b,qwen3.6:27b (Local),tool_train_forecast,tool_train_forecast,training,35b856e0-3bf9-4514-9b4f-2d1e2975cd07,success,True,True,True,False,1,1,424,58636,477,3360,120,840,,,"Tool: tool_train_forecast
Input: {""target"":""dy"",""models"":""BaselineLastWeek"",""months_back"":1}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""forecast training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/forecast_metrics.json"",\n    ""training_data_profile"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_data_profile.json"",\n    ""training_input_y"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_input_y.png"",\n    ""training_input_dy"": ""/Users/cody2",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,38370,223,749,33362,477,1266,1266
20260525_165836,B,Local,qwen3.6:27b,qwen3.6:27b (Local),tool_forecast_future,tool_forecast_future,forecast,4d509e39-4778-4a15-bfcd-416a94178798,success,True,True,True,False,1,1,755,90811,383,1170,96,292,,,"Tool: tool_forecast_future
Input: {""days"":""7"",""model_names"":""Prophet""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""future forecast finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast_report.json"",\n    ""future_forecast"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast.png"",\n    ""run_summary"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/forecast_future_dy_run_summary.json"",\n    ""application_dir"": ""/Users/cody20179/Des",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,74833,599,2102,70208,383,2044,2044
20260525_165836,B,Local,qwen3.6:27b,qwen3.6:27b (Local),tool_train_anomaly_detection,tool_train_anomaly_detection,training,ca0fa3ff-ede5-4c6f-be67-d78e465715a5,success,True,True,True,False,1,1,328,52720,419,7877,105,1969,,,"Tool: tool_train_anomaly_detection
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly detection training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""features"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/detection_features.csv"",\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/anomaly_metrics.json"",\n    ""metrics_table"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/tables/model_metrics.csv"",\n    ""synthetic_validation_predictions"": ""/Users/cody20179/Desktop/Code/Git_My_Project/C",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,35318,160,619,30900,419,6846,6846
20260525_165836,B,Local,qwen3.6:27b,qwen3.6:27b (Local),tool_check_anomaly,tool_check_anomaly,anomaly,d87542dd-6fda-41d0-bd34-420f5200076f,success,True,True,True,False,1,1,295,47550,249,2219,63,555,,,"Tool: tool_check_anomaly
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00"",""min_models"":2}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly check finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""detail_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/last_anomaly_check.csv"",\n    ""timeline_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_timeline.png"",\n    ""score_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_scores.png"",\n    ""vote_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cod",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,34583,167,462,30152,249,899,899
20260525_165836,B,Local,nemotron-cascade-2:latest,nemotron-cascade-2:latest (Local),tool_data_status,tool_data_status,data,46b505b0-c7d0-4990-96a9-8dd38fe4a063,success,True,True,True,False,1,1,419,31925,380,2632,95,658,,,"Tool: tool_data_status
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data status loaded"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""sensors"": [\n      {\n        ""sensor"": ""Current_A"",\n        ""exists"": true,\n        ""rows"": 59677,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-25 17:13:28""\n      },\n      {\n        ""sensor"": ""Current_B"",\n        ""exists"": true,\n        ""rows"": 59259,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-24 06:23:27""\n      },\n      {\n        ""sensor"": ""Current_C"",\n        ""exists"": true,\n        ""rows"": 59260,\n        ",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,28008,181,616,6139,380,1043,1043
20260525_165836,B,Local,nemotron-cascade-2:latest,nemotron-cascade-2:latest (Local),tool_update_data,tool_update_data,data,b433ff76-4f56-45ba-81c1-12682a7dd505,success,True,True,True,False,1,1,208,9157,199,342,50,86,,,"Tool: tool_update_data
Input: {""sensors"":""Current_A""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data update finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""Current_A"": {\n      ""added"": 2,\n      ""latest"": ""2026-05-25 17:23:28""\n    }\n  },\n  ""artifacts"": []\n}'}]",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,7083,90,451,4540,199,1496,1496
20260525_165836,B,Local,nemotron-cascade-2:latest,nemotron-cascade-2:latest (Local),tool_run_state_analysis,tool_run_state_analysis,state,dcb9b277-2c7e-4039-b8c8-71e0c72d0fe5,success,True,True,True,False,1,1,275,16522,297,17952,75,4488,,,"Tool: tool_run_state_analysis
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""GMM state analysis finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state"",\n  ""key_files"": {\n    ""state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_labeled.csv"",\n    ""processed_state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/state_labeled.csv"",\n    ""state_report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_report.txt"",\n    ""state_timeline"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,13051,93,348,10615,297,3865,3865
20260525_165836,B,Local,nemotron-cascade-2:latest,nemotron-cascade-2:latest (Local),tool_train_forecast,tool_train_forecast,training,ffcd1690-fd36-4197-ae18-52d7ece04da6,success,True,True,True,False,1,1,268,11429,437,3360,110,840,,,"Tool: tool_train_forecast
Input: {""target"":""dy"",""models"":""BaselineLastWeek"",""months_back"":1}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""forecast training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/forecast_metrics.json"",\n    ""training_data_profile"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_data_profile.json"",\n    ""training_input_y"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_input_y.png"",\n    ""training_input_dy"": ""/Users/cody2",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,8072,78,349,5194,437,1221,1221
20260525_165836,B,Local,nemotron-cascade-2:latest,nemotron-cascade-2:latest (Local),tool_forecast_future,tool_forecast_future,forecast,5a62de5a-e3d6-43bc-8f7b-0be781750dbb,success,True,True,True,False,1,1,422,13480,415,1170,104,292,,,"Tool: tool_forecast_future
Input: {""days"":""7"",""model_names"":""Prophet""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""future forecast finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast_report.json"",\n    ""future_forecast"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast.png"",\n    ""run_summary"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/forecast_future_dy_run_summary.json"",\n    ""application_dir"": ""/Users/cody20179/Des",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,9855,222,907,7245,415,1906,1906
20260525_165836,B,Local,nemotron-cascade-2:latest,nemotron-cascade-2:latest (Local),tool_train_anomaly_detection,tool_train_anomaly_detection,training,56c19189-2403-4e08-97fc-179909ec1b3d,success,True,True,True,False,1,1,420,19489,507,7876,127,1969,,,"Tool: tool_train_anomaly_detection
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly detection training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""features"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/detection_features.csv"",\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/anomaly_metrics.json"",\n    ""metrics_table"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/tables/model_metrics.csv"",\n    ""synthetic_validation_predictions"": ""/Users/cody20179/Desktop/Code/Git_My_Project/C",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,15269,202,912,12559,507,6734,6734
20260525_165836,B,Local,nemotron-cascade-2:latest,nemotron-cascade-2:latest (Local),tool_check_anomaly,tool_check_anomaly,anomaly,284ac9eb-30ac-4fe8-b582-8862b7cce188,success,True,True,True,False,1,1,325,12226,419,2201,105,550,,,"Tool: tool_check_anomaly
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00"",""min_models"":2}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly check finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""detail_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/last_anomaly_check.csv"",\n    ""timeline_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_timeline.png"",\n    ""score_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_scores.png"",\n    ""vote_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cod",ago/CNC_MCP單工具驗證/all_models_20260525,automated_prior_run_reused,,2,8393,119,509,5685,419,877,877
user_singletool_20260525,User,Local,gemma4:26b,gemma4:26b (Local),tool_data_status,tool_data_status,data,8fca7e82-f9c2-4595-a49a-d2ba9983dff7,success,True,True,True,False,1,1,3,71077,1157,2632,290,658,,"目前的 CNC 感測器資料狀態如下：

### 1. 總覽
* **感測器總數**：13 個
* **可用性**：所有感測器皆為**可用** (`exists: true`)。

### 2. 資料覆蓋範圍
資料範圍依感測器類型略有不同，主要可分為以下三類：

* **主要電力參數** (包含 `Votage`, `Power`, `Electricity_consumption`, `PF`, `kVAh` 等)：
  * **範圍**：`2025-09-15 15:11:36` 至 `2026-05-24 06:26:28`
* **電流參數** (`Current_A`, `Current_B`, `Current_C`)：
  * **範圍**：`2025-09-15 15:21:00` 起，其中 `Current_A` 的資料最完整，延伸至 `2026-05-25 17:38:28`。
* **通訊與輔助參數** (`Modbus_404`, `Modbus_Timeout`)：
  * **範圍**：`2025-09-15 16:16:01` 至 `2026-05-24 0","Tool: tool_data_status
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data status loaded"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""sensors"": [\n      {\n        ""sensor"": ""Current_A"",\n        ""exists"": true,\n        ""rows"": 59682,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-25 17:38:28""\n      },\n      {\n        ""sensor"": ""Current_B"",\n        ""exists"": true,\n        ""ro",Cody-s_Agent_System/data/agent.db user_id=SingleTool,manual_ui_session_current,,2,34568,417,1474,31912,1157,1075,1075
user_singletool_20260525,User,Local,gemma4:26b,gemma4:26b (Local),tool_update_data,tool_update_data,data,0ab6a007-d1ed-4a81-b14c-de51092a1ba5,success,True,True,True,False,1,1,3,23102,187,342,47,86,,"更新成功！

以下是本次更新的詳細資訊：
* **更新狀態**：成功
* **更新感測器**：`Current_A`（新增了 7 筆資料，最新時間為 `2026-05-25 18:13:28`）
* **輸出資料夾**：`/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw`","Tool: tool_update_data
Input: {""sensors"":""Current_A""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data update finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""Current_A"": {\n      ""added"": 7,\n      ""latest"": ""2026-05-25 18:13:28""\n    }\n  },\n  ""artifacts"": []\n}'}]",Cody-s_Agent_System/data/agent.db user_id=SingleTool,manual_ui_session_current,,2,18077,236,898,15307,187,1587,1587
user_singletool_20260525,User,Local,gemma4:26b,gemma4:26b (Local),tool_run_state_analysis,tool_run_state_analysis,state,87fab6f9-3822-4669-9d7c-50da610a186a,success,True,True,True,False,1,1,3,142111,536,17952,134,4488,,"機台狀態分析已**成功**完成。以下是 2026-05-01 00:00:00 至 2026-05-02 00:00:00 期間的狀態分布摘要：

### 📊 機台狀態分布
在分析的 24 小時內（共 288 個數據點），機台各狀態的分布如下：

*   **Running_Low (低負載運行):** **39.24%** (約 9.42 小時)
*   **Off (關機/停止):** **35.42%** (約 8.50 小時)
*   **Running_High (高負載運行):** **25.00%** (約 6.00 小時)
*   **Idle (待機):** **0.35%** (約 0.08 小時)

### 🔍 分析摘要
*   **分析狀態**: 成功 (Status: OK)
*   **平均分類信心度**: **99.86%** (顯示狀態分類非常準確)
*   **最佳分群數 (K)**: 4 (模型自動判定最適合的狀態數量)

相關的狀態時間軸圖表 (`state_timeline`) 與狀態轉換矩陣 (`transition_matrix`) 等視覺化","Tool: tool_run_state_analysis
Input: {""end"":""2026-05-02 00:00:00"",""start"":""2026-05-01 00:00:00""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""GMM state analysis finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state"",\n  ""key_files"": {\n    ""state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_labeled.csv"",\n    ""processed_state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/state_labeled.csv"",\n    ""state_",Cody-s_Agent_System/data/agent.db user_id=SingleTool,manual_ui_session_current,,2,121285,524,1642,118599,536,4119,4119
