judge_run_id,scenario_run_id,judge_model,agent_model,scenario_id,category,repeat_index,session_id,question,answer_source,answer_chars,total_score,called_functions,missing_expectations,correctness,completeness,readability,practicality,hallucination_risk,overall,judge_reason,judge_duration_ms,estimated_judge_prompt_tokens,estimated_judge_completion_tokens,actual_judge_tokens,token_data_quality,judge_error
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S08_period_anomaly,anomaly,2,952166ef-366a-4414-930d-ca808a97e987,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,479,100.0,check_anomaly,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答的數值、狀態與時間區間完全符合標準答案，包含所有關鍵字（異常、NORMAL）與模型投票數據。表格呈現清晰，結論明確且提供後續查看圖表的實用建議，無幻覺風險。,5614,681,113,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S08_period_anomaly,anomaly,3,b3fb5ad9-12b5-46bb-9d85-1ac7c3a11fcf,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,367,100.0,check_anomaly,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確包含所有關鍵數值（184筆、0筆異常、0.0%、模型投票皆為0）與綜合判決NORMAL，且包含必要關鍵字「異常」與「NORMAL」，表格與條列格式清晰易讀，結論具實用性，無幻覺風險。,7959,640,112,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S01_data_coverage,data_query,1,ba6fba79-b717-4061-8f51-c633ad7e06a4,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1168,100.0,data_status,,5.0,5.0,5.0,4.0,0.0,5.0,系統回答完整列出13個感測器的名稱、筆數與時間範圍，所有關鍵數值皆與標準答案一致，並以表格清楚呈現，結論亦有效摘要時間區間與資料類型，無幻覺風險。,20738,1307,109,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S01_data_coverage,data_query,2,509cb4be-acdb-468b-9115-da091280f104,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1078,100.0,data_status,,5.0,5.0,5.0,4.0,0.0,5.0,系統回答完整列出13個感測器名稱、筆數與時間範圍，數值與標準答案一致（時間略作簡化但無損正確性），表格與結論清晰易讀，無幻覺風險。,6569,1285,99,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S01_data_coverage,data_query,3,4edaa0fc-305a-4f68-b655-b22e6c57ef78,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1290,100.0,data_status,,4.0,5.0,5.0,5.0,0.0,4.0,系統回答完整列出13個感測器及其資料筆數與時間範圍，並提供實用的下一步建議；但時間區間在表格中省略了部分精確的時分秒資訊，未完全符合標準答案的精確度。,9879,1397,113,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S02_period_state_distribution,state_query,1,3a7a1f02-e71d-4f09-85d8-345687067462,幫我查 2026-05-01 的機台狀態分布。,system_api,721,100.0,apply_state_model|data_status,,5.0,4.0,5.0,5.0,0.0,5.0,數值與標準答案高度一致（僅電流與功率輕微四捨五入），包含Off、Running、Idle等關鍵字。完整性微扣分因未列出各狀態的kVAh_rate與確切信心度，但其餘主要資訊齊全。表格與結論清晰易讀，具實用性，無幻覺風險。,19632,918,128,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S02_period_state_distribution,state_query,2,51b4aa3d-03a2-4005-9ee7-3b8149e2ef20,幫我查 2026-05-01 的機台狀態分布。,system_api,745,100.0,apply_state_model|data_status,,4.0,5.0,5.0,5.0,1.0,4.0,核心狀態分布數值正確，但電流與功率數值有輕微四捨五入（如11.088->11.09），且未呈現標準答案中的kVAh_rate_avg與各狀態confidence_avg等關鍵數值。整體資訊完整、易讀且具實用性，幻覺風險低僅因補充了GMM分群等未在標準答案中的推論。,12360,940,138,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S02_period_state_distribution,state_query,3,74edd014-13bd-40b3-99d7-939639079a54,幫我查 2026-05-01 的機台狀態分布。,system_api,851,100.0,apply_state_model,,5.0,5.0,5.0,5.0,1.0,5.0,系統回答準確提供了標準答案中的所有關鍵數值（包含各狀態的筆數、時數、佔比、平均電流與功率），並清楚指出無Idle狀態。表格與條列式結論讓工廠使用者易於閱讀，也提供了可落地的判讀（如總運轉時數、高載為主、信心度極高）。僅因系統回答中提及了標準答案未明確支持的K=4與低信心筆數等推斷資訊，給予極低的幻覺風險分數。,14609,978,191,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S03_period_utilization,state_query,1,bdb0fa4d-0374-4b23-9102-0d2a5bce0f63,幫我看 2026-05-01 的機台稼動率。,system_api,819,90.0,apply_state_model|data_status,,4.0,5.0,5.0,5.0,1.0,4.0,系統回答涵蓋了主要資訊（運轉時數15.58、總時數24）與必要關鍵字（稼動、Running），但稼動率數值為64.93%，與標準答案的64.92%有微小誤差，正確性略扣分。整體排版清晰易讀，具實用結論，幻覺風險低。,10089,850,120,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S03_period_utilization,state_query,2,4645d940-03be-471f-83f7-9f20c9c735c0,幫我看 2026-05-01 的機台稼動率。,system_api,936,100.0,apply_state_model|data_status,,4.0,5.0,5.0,4.0,0.0,4.0,系統回答涵蓋了標準答案中的關鍵資訊（稼動時間15.58小時、總時間24小時、關鍵字稼動與Running），但稼動率數值為64.93%，與標準答案的64.92%有些微誤差，因此正確性扣1分。完整度與易讀性極佳，提供了詳細的狀態分布與計算過程。實用性方面給出了明確的結論與狀態分析。無幻覺風險。,2936,873,164,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S03_period_utilization,state_query,3,91ed30be-0705-42e3-8bf6-379742eb64b7,幫我看 2026-05-01 的機台稼動率。,system_api,700,100.0,apply_state_model|data_status,,4.0,5.0,5.0,4.0,0.0,4.0,系統回答涵蓋了主要資訊與關鍵字，並提供詳細的狀態分佈。然而，稼動率計算結果為64.93%，與標準答案的64.92%有些微誤差，正確性扣除1分。整體排版清晰易讀，具備實用價值，無明顯幻覺風險。,19131,756,122,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S04_last_week_runtime,state_query,1,ce3b7160-17d2-48bc-b3bd-f8673fe86225,幫我看上週機台運轉與停機時數。,system_api,881,100.0,apply_state_model|data_status,,4.0,5.0,5.0,5.0,0.0,4.0,系統回答涵蓋了所有關鍵詞與主要數值（運轉73.0、總時168、利用率43.45%），但停機時數的合計顯示為95.00小時，與標準答案的off_hours 94.83有微小出入，雖然Off狀態確實為94.83，但停機總計數值不完全一致，故正確性略扣分。整體結構清晰且具實用建議。,21405,874,144,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S04_last_week_runtime,state_query,2,e908f338-75a0-48da-a205-af69d3fbce94,幫我看上週機台運轉與停機時數。,system_api,689,100.0,apply_state_model|data_status,,5.0,5.0,5.0,4.0,0.0,5.0,系統回答準確包含標準答案的所有關鍵數值（運轉73.00、關機94.83、總計168.00、利用率43.45%），停機合計95.00亦合理拆分關機與待機，數值無誤。包含所有必須關鍵字（上週、運轉、停機）。表格與結論清晰易讀，並提供運轉率偏低的實用判讀。無幻覺風險。,16778,803,144,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S04_last_week_runtime,state_query,3,c4ecf778-f882-4325-8fac-6de901204e5b,幫我看上週機台運轉與停機時數。,system_api,743,100.0,apply_state_model|data_status,,4.0,5.0,5.0,5.0,0.0,4.0,系統回答包含了標準答案中的關鍵數值（運轉73.00、Off 94.83、總時數168、利用率43.45%），且具備必要關鍵字（上週、運轉、停機）。然而，系統將停機定義為Off+Idle共95.00小時，與標準答案的off_hours 94.83略有出入，雖然表格中有94.83，但摘要中的停機時數為95.00，故正確性與整體分數微扣1分。整體排版清晰、具實用結論，無幻覺風險。,10146,836,175,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S05_this_week_status,state_query,1,06d85d3a-cf37-44ab-9898-6840dcc82669,幫我看本週機台狀態。,system_api,933,85.0,apply_state_model|data_status,running_hours|utilization_percent,3.0,4.0,5.0,4.0,2.0,3.0,系統回答清楚呈現了各狀態的細節數據，可讀性與實用性佳，也包含了必須的關鍵字「本週」與「狀態」。然而，系統將稼動率計算為54.66%（將Idle算入），與標準答案明確給定的utilization_percent 53.26%不符，這是關鍵數值錯誤；同時也缺少了標準答案中running_hours 57.17的明確數值。因此正確性與完整性依規則扣分。,16337,1064,169,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S05_this_week_status,state_query,2,dcff513a-f4cc-4b1f-aa08-019de7538c26,幫我看本週機台狀態。,system_api,853,100.0,apply_state_model,,4.0,4.0,5.0,5.0,0.0,4.0,數值大致正確但有些微四捨五入（如總時數107.3、利用率53.3%），且遺漏了標準答案中的kVAh_rate_avg、confidence_avg及各狀態count等細節，整體易讀且具實用性。,15702,1016,99,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S05_this_week_status,state_query,3,d5787e4a-0cf1-417f-951d-022bc5492368,幫我看本週機台狀態。,system_api,1174,100.0,apply_state_model|data_status,,4.0,4.0,5.0,5.0,0.0,4.0,系統回答涵蓋了主要狀態的時數、佔比與關鍵指標（如運轉率53.26%），數值大致正確，但總時數四捨五入為107.3（標準答案為107.34）且未列出標準答案中的kVAh_rate_avg與各狀態confidence_avg等關鍵數值，故正確性與完整性各扣1分。整體排版清晰易讀，具備實用結論，無幻覺風險。,13100,1176,155,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S06_next_week_power,forecast,1,93e79f87-a317-42dc-937b-c2d5521a3b4a,幫我預測下週耗電量。,system_api,675,100.0,data_status|forecast_future,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確提供標準答案中的關鍵數值（預測累積總量8282.2與下週新增耗電249.6），並涵蓋所有必須關鍵字。表格與條列格式清楚易讀，且提供實用結論與區間判讀，無編造資訊的風險。,11066,776,120,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S06_next_week_power,forecast,2,00f66344-cfe5-4a38-b05b-307bcb430922,幫我預測下週耗電量。,system_api,917,100.0,data_status|forecast_future,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答中明確列出了標準答案的關鍵數值（Prophet模型預測yhat為8282.25，增量為249.57），且包含所有必須關鍵字（下週、耗電、預測）。回答結構清晰，使用表格呈現多模型比較，並提供具體的用電規劃建議與區間，具備高度實用性，無幻覺風險。,34280,869,142,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S06_next_week_power,forecast,3,ddb47278-5f57-437d-b268-4df2ca8d6fa3,幫我預測下週耗電量。,system_api,904,100.0,data_status|forecast_future,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確呈現標準答案中的關鍵預測數值（Prophet模型增量249.57與累積值8282.25），且涵蓋所有必須關鍵字（下週、耗電、預測）。表格與結論排版清晰易讀，並提供多模型比較與實用建議，無編造資訊跡象。,7969,907,126,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S07_next_month_cost,forecast,1,2e2d2aec-a9e4-48cc-90d8-cf6bc3724f5c,幫我預測下個月電費，電價用每度 4 元。,system_api,523,100.0,data_status|forecast_future,,4.0,5.0,5.0,5.0,0.0,4.0,系統回答包含所有要求關鍵字與主要結論，表格與條理清晰，並提供實用的後續提醒。但標準答案中的精確數值（如預估電費4259.13、預測增量1064.7818）被四捨五入，未完整呈現標準答案的關鍵數值，故正確性與整體分數扣1分。,17623,771,136,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S07_next_month_cost,forecast,2,5566666d-847c-4b3d-9eac-f74e1f5bd566,幫我預測下個月電費，電價用每度 4 元。,system_api,559,100.0,data_status|forecast_future,,4.0,5.0,5.0,4.0,0.0,4.0,"系統回答包含了所有要求的關鍵字（下個月、電費、4）與主要預測數值，並以表格清楚呈現。但預估電費計算結果為 4,259 元，與標準答案的 4,259.13 元有些微誤差（省略了小數點後的 .13），正確性因此稍微扣分。整體而言，回答完整、易讀且具實用性，無幻覺風險。",10019,761,151,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S07_next_month_cost,forecast,3,e23a3455-cd5e-4911-83a9-48bceb4e0dc5,幫我預測下個月電費，電價用每度 4 元。,system_api,492,70.0,data_status|forecast_future,forecast_30d_increment|estimated_30d_cost,0.0,2.0,5.0,1.0,3.0,0.0,"系統回答的預測用電量(9118.64)與預測電費(36475)與標準答案(9097.46, 4259.13)嚴重不符，關鍵數值錯誤，正確性為0；雖包含所需關鍵字且格式清晰，但數值錯誤導致實用性極低。",10409,733,110,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S08_period_anomaly,anomaly,1,e9dde1b6-6daf-4c87-b593-38afb6aa9684,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,510,100.0,check_anomaly,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答中的判定結果(NORMAL)、檢測筆數(184)、異常筆數(0)、異常率(0.0%)及各模型投票數皆與標準答案完全一致，且包含所有必須的關鍵字。表格與條列清晰易讀，並提供明確結論與下一步(查看圖表)，無幻覺風險。,6824,745,130,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S08_period_anomaly,anomaly,2,49bed902-8534-4787-bc1b-3d5dab961c6b,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,643,100.0,check_anomaly|data_status,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確包含所有關鍵數值（184筆、0筆、0.0%）與狀態（NORMAL），各模型投票數皆正確無誤，且包含必須的關鍵字。表格與條列清晰易讀，並提供明確的結論與下一步建議，無幻覺風險。,10865,811,116,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,deepseek-v4-flash,S08_period_anomaly,anomaly,3,cb98457e-f03a-4b5a-bb0f-405e7f25c60c,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,455,100.0,check_anomaly,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確包含標準答案的所有關鍵數值（184筆、0筆異常、0.0%異常率、三個模型皆0票），判定結果為NORMAL，且包含必要關鍵字「異常」與「NORMAL」。表格與條列清晰易讀，結論明確指出無須處理，具實用性，無幻覺風險。,12272,702,129,,estimated_from_text_length; direct provider usage not normalized by this script,
